"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Task info","0","","2","0","","0"
"0","Delete task","0","","2","0","","0"
"0","Language support","0","","2","0","","0"
"0","Create task","0","","2","0","","0"
"0","Edit task","0","","2","0","","0"
