"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16673","should have no accessibility violations on task table when tasks loaded","","Mon Jul 06 10:34:13 UTC 2026","passed","Mon Jul 06 10:34:29 UTC 2026","","","",""
"","19792","should have no accessibility violations on create task form","","Mon Jul 06 10:33:25 UTC 2026","passed","Mon Jul 06 10:33:44 UTC 2026","","","",""
"","28404","should have no accessibility violations on task info form","","Mon Jul 06 10:33:44 UTC 2026","failed","Mon Jul 06 10:34:13 UTC 2026","","","",""
